id,area,bbox_y,bbox_x,bbox_h,bbox_w,tile_sources,is_boundary
622,134,409,1184,15,14,r0_c768,False
623,101,493,1216,12,10,r0_c768,False
624,156,481,1226,16,15,r0_c768,False
625,132,496,1183,12,16,r0_c768,False
626,223,482,935,25,11,r0_c768,False
627,82,472,895,13,8,r0_c768,False
628,89,455,898,13,9,r0_c768,False
629,82,178,941,12,9,r0_c768,False
630,112,153,935,14,11,r0_c768,False
631,100,168,932,13,10,r0_c768,False
632,115,168,913,10,13,r0_c768,False
633,204,197,901,21,13,r0_c768,False
634,185,224,1031,24,14,r0_c768,False
635,348,130,1038,32,33,r0_c768,False
636,402,170,1103,18,30,r0_c768,False
637,338,107,909,19,23,r0_c768,False
638,253,259,1030,30,22,r0_c768,False
639,223,91,888,21,14,r0_c768,False
640,748,53,1111,51,54,r0_c768,False
641,212,132,1202,29,20,r0_c768,False
642,159,216,1236,21,23,r0_c768,False
643,229,32,948,28,33,r0_c768,False
644,194,71,994,26,29,r0_c768,False
645,313,107,1041,37,46,r0_c768,False
646,216,107,1140,17,22,r0_c768,False
647,186,115,777,19,18,r0_c768,False
648,272,346,854,37,23,r0_c768,False
649,160,386,871,20,13,r0_c768,False
650,88,411,876,14,12,r0_c768,False
651,149,410,853,16,11,r0_c768,False
652,97,189,1029,11,10,r0_c768,False
653,164,166,963,20,17,r0_c768,False
654,228,99,801,17,20,r0_c768,False
655,215,66,811,18,14,r0_c768,False
656,101,135,859,11,11,r0_c768,False
657,212,265,1024,21,15,r0_c768,False
658,161,214,835,14,15,r0_c768,False
659,260,330,951,23,15,r0_c768,False
660,241,271,1128,17,18,r0_c768,False
661,370,172,1049,21,38,r0_c768,False
662,127,58,1086,13,13,r0_c768,False
663,97,74,1089,10,12,r0_c768,False
664,116,75,1115,11,14,r0_c768,False
665,154,85,1113,23,10,r0_c768,False
666,235,0,864,23,16,r0_c768,False
667,219,38,994,21,16,r0_c768,False
668,274,208,1258,21,16,r0_c768,False
669,626,212,872,38,21,r0_c768,False
670,296,43,892,16,23,r0_c768,False
671,192,0,803,15,16,r0_c768,False
672,512,419,1034,26,29,r0_c768,False
673,200,459,1056,13,19,r0_c768,False
674,300,445,1131,18,20,r0_c768,False
675,217,466,1140,20,19,r0_c768,False
676,266,504,1096,23,20,r0_c768|r512_c768,True
677,254,488,1133,20,20,r0_c768,False
678,285,496,1111,16,22,r0_c768,False
679,133,443,1018,14,12,r0_c768,False
680,141,426,1002,12,19,r0_c768,False
681,187,252,994,15,18,r0_c768,False
682,437,281,960,42,23,r0_c768,False
683,152,198,1166,19,11,r0_c768,False
684,507,234,1198,30,28,r0_c768,False
685,174,438,961,26,23,r0_c768,False
686,14161,1512,1387,86,218,r1024_c1280|r1536_c1280,True
687,86,1257,1481,14,7,r1024_c1280,False
688,328,1467,1470,20,21,r1024_c1280,False
689,716,1209,1345,48,24,r1024_c1280,False
690,1289,1463,1540,28,66,r1024_c1280,False
691,123,1377,1604,15,11,r1024_c1280,False
692,76,1330,1523,10,11,r1024_c1280,False
693,133,1263,1580,11,18,r1024_c1280,False
694,93,1259,1417,15,8,r1024_c1280,False
695,1089,1183,1510,37,39,r1024_c1280,False
696,868,1300,1461,41,29,r1024_c1280,False
697,151,1278,1680,19,12,r1024_c1280,False
698,107,1290,1494,11,13,r1024_c1280,False
699,839,1362,1280,41,38,r1024_c1280,False
700,562,1516,1722,20,39,r1024_c1280,False
701,4,1306,1483,5,4,r1024_c1280,False
702,73,1459,1346,12,10,r1024_c1280,False
703,147,1024,1731,58,6,r1024_c1280,False
704,9,1517,1754,19,6,r1024_c1280,False
705,78,1129,1773,23,9,r1024_c1280,False
706,70,1222,1694,10,10,r1024_c1280,False
707,86,1460,1563,6,32,r1024_c1280,False
708,94,1301,1354,18,8,r1024_c1280,False
709,121,1156,1575,23,13,r1024_c1280,False
710,89,1471,1488,15,11,r1024_c1280,False
711,164,1181,1491,35,6,r1024_c1280,False
712,73,1051,1411,16,9,r1024_c1280,False
713,1433,1173,1500,57,56,r1024_c1280,False
714,7,1503,1694,4,6,r1024_c1280,False
715,14,1040,1781,10,9,r1024_c1280,False
716,328,1141,1652,48,19,r1024_c1280,False
717,41,1470,1485,18,11,r1024_c1280,False
718,232,1347,1312,20,26,r1024_c1280,False
719,26,1026,1690,10,5,r1024_c1280,False
720,164,1039,1780,33,12,r1024_c1280,False
721,201,1483,1646,22,15,r1024_c1280,False
722,183,1197,1753,20,18,r1024_c1280,False
723,9,1265,1579,9,21,r1024_c1280,False
724,39,1486,1552,5,26,r1024_c1280,False
725,247,1439,1588,15,22,r1024_c1280,False
726,274,1510,1732,18,35,r1024_c1280,False
727,76,1337,1350,20,9,r1024_c1280,False
728,221,1208,1376,56,11,r1024_c1280,False
729,159,1393,1614,13,17,r1024_c1280,False
730,78,1479,1603,12,10,r1024_c1280,False
731,74,1179,1566,11,9,r1024_c1280,False
732,55,1025,1330,11,13,r1024_c1280,False
733,61,1331,1302,34,45,r1024_c1280,False
734,60,1095,1542,9,10,r1024_c1280,False
735,39,1260,1578,15,24,r1024_c1280,False
736,108,1503,1600,15,10,r1024_c1280,False
737,354,1176,1734,34,27,r1024_c1280,False
738,4,1110,1775,43,11,r1024_c1280,False
739,641,1367,1514,24,34,r1024_c1280,False
740,583,1346,1487,28,28,r1024_c1280,False
741,410,1146,1619,41,16,r1024_c1280,False
742,365,1033,1655,24,20,r1024_c1280,False
743,371,1349,1529,17,28,r1024_c1280,False
744,80,1431,1700,10,9,r1024_c1280,False
745,433,1118,1651,33,20,r1024_c1280,False
746,4421,1492,1625,99,118,r1024_c1280|r1536_c1280,True
747,528,1132,1413,40,17,r1024_c1280,False
748,1124,1111,1429,87,23,r1024_c1280,False
749,549,1039,1451,41,26,r1024_c1280,False
750,691,1057,1567,67,25,r1024_c1280,False
751,2325,1332,1622,62,63,r1024_c1280,False
752,630,1449,1560,18,78,r1024_c1280,False
753,733,1299,1527,31,39,r1024_c1280,False
754,454,1270,1511,26,30,r1024_c1280,False
755,573,1279,1609,33,31,r1024_c1280,False
756,719,1382,1719,43,37,r1024_c1280,False
757,313,1438,1741,27,16,r1024_c1280,False
758,713,1463,1727,48,17,r1024_c1280,False
759,413,1451,1677,40,18,r1024_c1280,False
760,25545,1089,1708,504,143,r1024_c1280|r1024_c1792|r1536_c1280|r1536_c1792,True
761,1842,1474,1384,45,72,r1024_c1280,False
762,1380,1476,1417,48,77,r1024_c1280,False
763,560,1482,1488,26,37,r1024_c1280,False
764,1401,1433,1506,33,52,r1024_c1280,False
765,1078,1412,1520,22,67,r1024_c1280,False
766,442,1365,1585,44,24,r1024_c1280,False
767,722,1413,1651,30,38,r1024_c1280,False
768,231,1399,1371,19,19,r1024_c1280,False
769,167,1436,1345,20,10,r1024_c1280,False
770,274,1476,1286,22,15,r1024_c1280,False
771,273,1445,1314,26,19,r1024_c1280,False
772,515,1321,1350,41,24,r1024_c1280,False
773,592,1404,1716,41,28,r1024_c1280,False
774,567,1375,1690,44,25,r1024_c1280,False
775,243,1189,1655,21,19,r1024_c1280,False
776,651,1203,1651,42,21,r1024_c1280,False
777,300,1232,1673,25,19,r1024_c1280,False
778,4277,1060,1690,166,102,r1024_c1280,False
779,564,1086,1682,32,24,r1024_c1280,False
780,908,1040,1673,34,48,r1024_c1280,False
781,291,1067,1704,19,20,r1024_c1280,False
782,243,1048,1592,42,22,r1024_c1280,False
783,901,1024,1623,55,31,r1024_c1280,False
784,1443,1033,1599,75,36,r1024_c1280,False
785,1012,1055,1477,57,48,r1024_c1280,False
786,1099,1072,1660,81,32,r1024_c1280,False
787,680,1129,1626,47,26,r1024_c1280,False
788,497,1234,1690,37,19,r1024_c1280,False
789,1484,1197,1680,86,41,r1024_c1280,False
790,597,1329,1684,41,36,r1024_c1280,False
791,168,1474,1760,22,14,r1024_c1280,False
792,149,1479,1743,17,15,r1024_c1280,False
793,302,1355,1404,21,17,r1024_c1280,False
794,661,1345,1437,38,23,r1024_c1280,False
795,427,1325,1604,28,23,r1024_c1280,False
796,505,1392,1481,24,32,r1024_c1280,False
797,511,1414,1430,27,31,r1024_c1280,False
798,1763,1158,1589,69,41,r1024_c1280,False
799,266,1239,1595,19,17,r1024_c1280,False
800,529,1278,1418,28,25,r1024_c1280,False
801,221,1313,1401,20,16,r1024_c1280,False
802,215,1302,1434,19,14,r1024_c1280,False
803,428,1231,1423,35,18,r1024_c1280,False
804,434,1206,1413,29,24,r1024_c1280,False
805,1688,1025,1346,72,82,r1024_c1280,False
806,2385,1488,1303,125,83,r1024_c1280|r1536_c1280,True
807,1346,1432,1706,100,21,r1024_c1280,False
808,749,1148,1493,32,43,r1024_c1280,False
809,370,1195,1447,40,33,r1024_c1280,False
810,368,1444,1391,26,34,r1024_c1280,False
811,503,1134,1762,76,28,r1024_c1280,False
812,319,1033,1516,18,27,r1024_c1280,False
813,696,1318,1577,39,27,r1024_c1280,False
814,2137,1129,2278,59,52,r1024_c1792|r1024_c2304,True
815,23459,1439,2220,225,246,r1024_c1792|r1024_c2304|r1536_c1792|r1536_c2304,True
816,2605,1447,2052,57,61,r1024_c1792,False
817,1531,1377,2276,44,47,r1024_c1792|r1024_c2304,True
818,954,1289,2253,36,35,r1024_c1792,False
819,3101,1196,2268,66,63,r1024_c1792|r1024_c2304,True
820,1794,1286,2164,46,50,r1024_c1792,False
821,2261,1071,1969,45,64,r1024_c1792,False
822,2393,1070,1906,46,63,r1024_c1792,False
823,2142,1050,1830,53,57,r1024_c1792,False
824,2538,1223,2147,54,61,r1024_c1792,False
825,1641,1339,2138,48,44,r1024_c1792,False
826,3822,1143,2166,71,65,r1024_c1792,False
827,2623,1311,2037,65,54,r1024_c1792,False
828,1658,1085,2122,44,49,r1024_c1792,False
829,552,1413,2227,24,29,r1024_c1792,False
830,2723,1090,2055,53,69,r1024_c1792,False
831,1787,1167,2058,43,57,r1024_c1792,False
832,1585,1288,1987,38,54,r1024_c1792,False
833,2128,1319,2089,52,51,r1024_c1792,False
834,2531,1254,1902,55,60,r1024_c1792,False
835,2685,1410,2164,52,64,r1024_c1792,False
836,1056,1227,1883,40,36,r1024_c1792,False
837,1095,1328,2267,40,34,r1024_c1792,False
838,2470,1083,2243,57,56,r1024_c1792,False
839,2023,1387,2117,50,54,r1024_c1792,False
840,1658,1315,1901,44,47,r1024_c1792,False
841,1153,1225,1945,35,45,r1024_c1792,False
842,2754,1331,2185,64,57,r1024_c1792,False
843,1007,1353,2240,42,31,r1024_c1792,False
844,1774,1381,2055,49,54,r1024_c1792,False
845,2167,1121,1944,50,55,r1024_c1792,False
846,1422,1141,1864,39,48,r1024_c1792,False
847,268,1442,2242,17,21,r1024_c1792,False
848,1487,1100,1867,41,48,r1024_c1792,False
849,1210,1225,2231,41,37,r1024_c1792,False
850,1143,1259,1967,35,43,r1024_c1792,False
851,2435,1219,2001,52,66,r1024_c1792,False
852,2286,1045,2025,44,67,r1024_c1792,False
853,913,1187,1868,30,39,r1024_c1792,False
854,2865,1140,2100,59,63,r1024_c1792,False
855,859,1065,2155,31,37,r1024_c1792,False
856,81,1444,2240,18,24,r1024_c1792,False
857,3686,1245,2062,54,89,r1024_c1792,False
858,1506,1324,1980,42,47,r1024_c1792,False
859,7870,1458,1931,100,131,r1024_c1792|r1536_c1792,True
860,1604,1037,2198,45,47,r1024_c1792,False
861,949,1058,2281,45,33,r1024_c1792|r1024_c2304,True
862,1272,1262,2208,41,41,r1024_c1792,False
863,5684,1390,1905,70,126,r1024_c1792,False
864,1179,1176,1943,34,48,r1024_c1792,False
865,858,1310,1880,48,67,r1024_c1792,False
866,1102,1293,2060,29,53,r1024_c1792,False
867,1362,1515,1821,120,29,r1024_c1792|r1536_c1792,True
868,1975,1085,2190,51,50,r1024_c1792,False
869,2253,1155,2231,60,50,r1024_c1792,False
870,583,1418,2271,29,31,r1024_c1792,False
871,923,1330,1953,35,34,r1024_c1792,False
872,2480,1376,1997,58,69,r1024_c1792,False
873,3510,1126,1999,67,70,r1024_c1792,False
874,379,1152,1921,24,20,r1024_c1792,False
875,6330,1501,1883,87,135,r1024_c1792|r1536_c1792,True
876,1548,1026,1970,204,158,r1024_c1792,False
877,1107,1341,1948,54,44,r1024_c1792,False
878,1373,1039,2091,36,48,r1024_c1792,False
879,35,1086,2191,50,49,r1024_c1792,False
880,641,1367,2026,24,34,r1024_c1792,False
881,1166,1425,2110,49,35,r1024_c1792,False
882,114,1374,1947,23,47,r1024_c1792,False
883,2,1219,2049,1,2,r1024_c1792,False
884,373,1024,2048,19,28,r1024_c1792,False
885,98,1137,1861,14,11,r1024_c1792,False
886,105,1393,2152,44,21,r1024_c1792,False
887,49,1300,2007,27,34,r1024_c1792,False
888,17,1421,2238,16,19,r1024_c1792,False
889,114,1260,1981,35,31,r1024_c1792,False
890,59,1356,2241,39,31,r1024_c1792,False
891,90,1332,1978,36,14,r1024_c1792,False
892,1,1024,2173,1,1,r1024_c1792,False
893,125,1121,1963,53,39,r1024_c1792,False
894,128,1325,2267,44,35,r1024_c1792,False
895,225,1137,2100,32,65,r1024_c1792,False
896,143,1087,2055,27,63,r1024_c1792,False
897,126,1221,2154,44,53,r1024_c1792,False
898,105,1339,2152,49,32,r1024_c1792,False
899,123,1285,2166,47,51,r1024_c1792,False
900,329,1258,1917,55,49,r1024_c1792,False
901,84,1410,2174,52,56,r1024_c1792,False
902,181,1040,2025,24,61,r1024_c1792,False
903,116,1049,1841,52,50,r1024_c1792,False
904,131,1260,2208,29,42,r1024_c1792,False
905,257,1122,1999,72,72,r1024_c1792,False
906,58,1228,1969,33,21,r1024_c1792,False
907,1,1024,2043,1,1,r1024_c1792,False
908,110,1330,2185,66,57,r1024_c1792,False
909,163,1245,2081,54,71,r1024_c1792,False
910,86,1319,2110,52,32,r1024_c1792,False
911,10,1480,2140,4,14,r1024_c1792,False
912,159,1370,1961,29,38,r1024_c1792,False
913,208,1460,2068,47,49,r1024_c1792,False
914,150,1334,2002,35,29,r1024_c1792,False
915,365,1151,2228,64,53,r1024_c1792,False
916,251,1140,2165,74,60,r1024_c1792,False
917,1528,1234,1798,230,62,r1024_c1792,False
918,44,1178,1975,20,18,r1024_c1792,False
919,117,1222,2231,21,33,r1024_c1792,False
920,131,1396,2033,40,37,r1024_c1792,False
921,353,1416,1938,47,98,r1024_c1792,False
922,178,1164,2061,44,56,r1024_c1792,False
923,52,1218,2035,52,33,r1024_c1792,False
924,283,1237,1859,47,18,r1024_c1792,False
925,179,1030,2197,34,43,r1024_c1792,False
926,65,1286,2255,32,33,r1024_c1792,False
927,53,1104,1887,37,29,r1024_c1792,False
928,152,1067,1910,48,58,r1024_c1792,False
929,16,1170,1898,10,14,r1024_c1792,False
930,87,1403,2077,28,35,r1024_c1792,False
931,151,1318,2064,60,29,r1024_c1792,False
932,348,1078,2241,54,48,r1024_c1792,False
933,73,1069,1974,18,51,r1024_c1792,False
934,295,1152,1918,31,29,r1024_c1792,False
935,55,1224,1983,7,41,r1024_c1792,False
936,284,1034,2089,33,47,r1024_c1792,False
937,164,1061,2154,31,36,r1024_c1792,False
938,72,1456,2151,7,16,r1024_c1792,False
939,262,1460,1950,75,118,r1024_c1792,False
940,47,1299,2100,17,16,r1024_c1792,False
941,191,1081,2120,39,54,r1024_c1792,False
942,112,1195,1888,24,23,r1024_c1792,False
943,11,1140,2286,5,6,r1024_c1792,False
944,14,1446,2249,17,16,r1024_c1792,False
945,328,1316,1900,47,52,r1024_c1792,False
946,10,1463,2129,10,17,r1024_c1792,False
947,152,1237,1894,35,29,r1024_c1792,False
948,1,1356,1901,1,1,r1024_c1792,False
949,462,1080,2182,57,59,r1024_c1792,False
950,94,1053,2157,8,20,r1024_c1792,False
951,4,1218,2042,2,12,r1024_c1792,False
952,21,1263,2272,8,11,r1024_c1792,False
953,32,1052,2295,6,9,r1024_c1792,False
954,453,1387,2268,66,60,r1024_c1792|r1024_c2304,True
955,273,1466,1838,37,19,r1024_c1792,False
956,548,1279,1877,33,25,r1024_c1792,False
957,143,1101,1793,48,12,r1024_c1792,False
958,45,1392,2243,6,11,r1024_c1792,False
959,23,1422,2287,23,17,r1024_c1792,False
960,118,1044,2170,8,21,r1024_c1792,False
961,4675,1506,2067,68,118,r1024_c1792|r1536_c1792,True
962,347,1524,2188,12,37,r1024_c1792,False
963,1120,1469,2132,44,48,r1024_c1792,False
964,1038,1460,2180,47,40,r1024_c1792,False
965,410,1463,1815,26,22,r1024_c1792,False
966,885,1205,1802,58,32,r1024_c1792,False
967,539,1285,1818,34,23,r1024_c1792,False
968,921,1334,1819,42,42,r1024_c1792,False
969,556,1190,1839,31,26,r1024_c1792,False
970,371,1204,2128,20,22,r1024_c1792,False
971,521,1125,2154,25,32,r1024_c1792,False
972,550,1305,2219,22,37,r1024_c1792,False
973,301,1266,2273,16,24,r1024_c1792,False
974,131,1258,2265,13,14,r1024_c1792,False
975,354,1031,1809,29,20,r1024_c1792,False
976,501,1033,1830,23,36,r1024_c1792,False
977,1262,1091,1829,58,40,r1024_c1792,False
978,565,1140,1837,39,30,r1024_c1792,False
979,376,1301,2128,19,23,r1024_c1792,False
980,423,1277,2149,25,34,r1024_c1792,False
981,344,1230,2214,29,14,r1024_c1792,False
982,762,1393,2180,21,50,r1024_c1792,False
983,368,1376,2095,23,26,r1024_c1792,False
984,664,1325,2233,25,40,r1024_c1792,False
985,541,1214,2075,21,48,r1024_c1792,False
986,194,1223,2109,18,17,r1024_c1792,False
987,338,1230,2084,15,36,r1024_c1792,False
988,287,1231,2127,20,17,r1024_c1792,False
989,321,1229,1926,23,21,r1024_c1792,False
990,418,1157,1801,33,16,r1024_c1792,False
991,259,1178,1804,25,20,r1024_c1792,False
992,470,1117,1799,38,22,r1024_c1792,False
993,494,1204,2045,20,33,r1024_c1792,False
994,363,1187,2027,22,28,r1024_c1792,False
995,1238,1187,1912,40,52,r1024_c1792,False
996,980,1117,1912,34,49,r1024_c1792,False
997,883,1043,1955,32,41,r1024_c1792,False
998,199,1379,1929,13,19,r1024_c1792,False
999,204,1361,1907,10,27,r1024_c1792,False
1000,332,1373,1895,16,28,r1024_c1792,False
1001,2096,1373,1878,93,68,r1024_c1792,False
1002,254,1483,1907,18,25,r1024_c1792,False
1003,1663,1444,1875,78,40,r1024_c1792,False
1004,1221,1488,1840,48,37,r1024_c1792,False
1005,626,1297,1956,35,30,r1024_c1792,False
1006,385,1411,2256,30,25,r1024_c1792,False
1007,587,1434,2222,37,33,r1024_c1792,False
1008,429,1455,2028,28,25,r1024_c1792,False
1009,442,1297,1865,38,18,r1024_c1792,False
1010,400,1134,2223,25,32,r1024_c1792,False
1011,621,1203,2187,28,49,r1024_c1792,False
1012,265,1304,2284,18,20,r1024_c1792,False
1013,4,1478,2674,2,2,r1024_c2304,False
1014,1652,1024,2397,47,43,r1024_c2304,False
1015,770,1317,2304,38,24,r1024_c2304,False
1016,2763,1244,2304,65,56,r1024_c2304,False
1017,229,1358,2700,21,17,r1024_c2304,False
1018,1910,1055,2314,52,45,r1024_c2304,False
1019,2648,1139,2358,60,62,r1024_c2304,False
1020,1660,1033,2356,50,41,r1024_c2304,False
1021,1876,1108,2505,59,42,r1024_c2304,False
1022,1525,1180,2469,46,42,r1024_c2304,False
1023,1670,1114,2322,51,43,r1024_c2304,False
1024,67,1477,2671,9,11,r1024_c2304,False
1025,2722,1199,2365,57,62,r1024_c2304,False
1026,1832,1226,2443,41,57,r1024_c2304,False
1027,1349,1159,2523,43,41,r1024_c2304,False
1028,736,1075,2603,41,24,r1024_c2304,False
1029,1364,1265,2421,37,52,r1024_c2304,False
1030,1828,1254,2370,46,50,r1024_c2304,False
1031,681,1266,2482,25,34,r1024_c2304,False
1032,301,1093,2675,24,20,r1024_c2304,False
1033,1980,1084,2362,52,48,r1024_c2304,False
1034,890,1181,2323,38,30,r1024_c2304,False
1035,1038,1150,2576,38,36,r1024_c2304,False
1036,305,1167,2642,17,24,r1024_c2304,False
1037,1618,1201,2519,44,45,r1024_c2304,False
1038,1393,1068,2546,52,37,r1024_c2304,False
1039,791,1160,2608,35,29,r1024_c2304,False
1040,7771,1439,2387,97,126,r1024_c2304,False
1041,1032,1114,2568,36,36,r1024_c2304,False
1042,993,1043,2439,32,37,r1024_c2304,False
1043,1097,1039,2570,53,32,r1024_c2304,False
1044,3797,1337,2407,75,155,r1024_c2304,False
1045,47720,1488,2521,466,605,r1024_c2304|r1536_c2304|r1536_c2816,True
1046,4,1035,2309,4,7,r1024_c2304,False
1047,915,1201,2562,37,35,r1024_c2304,False
1048,4714,1148,2777,134,146,r1024_c2304|r1024_c2816,True
1049,571,1108,2618,26,28,r1024_c2304,False
1050,1670,1322,2326,47,48,r1024_c2304,False
1051,8053,1078,2413,121,92,r1024_c2304,False
1052,765,1062,2398,39,42,r1024_c2304,False
1053,44,1155,2427,41,69,r1024_c2304,False
1054,240,1060,2524,24,15,r1024_c2304,False
1055,645,1322,2375,27,35,r1024_c2304,False
1056,12,1510,2614,18,9,r1024_c2304,False
1057,683,1058,2749,24,46,r1024_c2304,False
1058,90,1476,2671,11,23,r1024_c2304,False
1059,2,1035,2358,4,4,r1024_c2304,False
1060,35943,1173,2674,394,303,r1024_c2304|r1024_c2816|r1536_c2304|r1536_c2816,True
1061,19,1329,2328,39,46,r1024_c2304,False
1062,131,1077,2413,67,92,r1024_c2304,False
1063,209,1501,2556,20,15,r1024_c2304,False
1064,187,1075,2591,41,22,r1024_c2304,False
1065,375,1298,2563,36,34,r1024_c2304,False
1066,2092,1140,2704,39,89,r1024_c2304,False
1067,908,1199,2426,56,42,r1024_c2304,False
1068,208,1485,2577,18,19,r1024_c2304,False
1069,321,1328,2336,46,42,r1024_c2304,False
1070,49,1201,2574,37,25,r1024_c2304,False
1071,512,1249,2313,65,52,r1024_c2304,False
1072,61,1201,2540,45,26,r1024_c2304,False
1073,340,1254,2376,51,47,r1024_c2304,False
1074,204,1271,2428,33,50,r1024_c2304,False
1075,256,1322,2311,39,24,r1024_c2304,False
1076,56,1159,2616,31,24,r1024_c2304,False
1077,54,1161,2532,41,34,r1024_c2304,False
1078,85,1112,2568,22,37,r1024_c2304,False
1079,67,1268,2492,25,29,r1024_c2304,False
1080,22,1024,2421,47,19,r1024_c2304,False
1081,155,1500,2772,14,26,r1024_c2304,False
1082,154,1231,2452,37,51,r1024_c2304,False
1083,225,1212,2372,48,58,r1024_c2304,False
1084,141,1148,2579,40,35,r1024_c2304,False
1085,359,1169,2674,119,140,r1024_c2304,False
1086,57,1112,2649,9,10,r1024_c2304,False
1087,572,1357,2594,25,65,r1024_c2304,False
1088,16,1073,2607,5,9,r1024_c2304,False
1089,160,1182,2481,45,34,r1024_c2304,False
1090,120,1067,2304,41,13,r1024_c2304,False
1091,427,1338,2695,22,26,r1024_c2304,False
1092,84,1025,2502,75,17,r1024_c2304,False
1093,142,1069,2328,40,35,r1024_c2304,False
1094,27,1106,2617,17,26,r1024_c2304,False
1095,10,1202,2468,10,2,r1024_c2304,False
1096,147,1088,2672,26,24,r1024_c2304,False
1097,13,1144,2361,8,4,r1024_c2304,False
1098,28,1061,2522,18,14,r1024_c2304,False
1099,262,1149,2674,22,19,r1024_c2304,False
1100,8,1174,2486,5,4,r1024_c2304,False
1101,214,1184,2332,40,26,r1024_c2304,False
1102,138,1119,2337,49,31,r1024_c2304,False
1103,445,1309,2607,22,38,r1024_c2304,False
1104,113,1033,2365,51,34,r1024_c2304,False
1105,51,1511,2756,24,25,r1024_c2304,False
1106,61,1078,2477,66,30,r1024_c2304,False
1107,365,1138,2361,65,62,r1024_c2304,False
1108,1845,1326,2395,99,203,r1024_c2304,False
1109,4897,1424,2478,111,86,r1024_c2304,False
1110,148,1140,2555,13,14,r1024_c2304,False
1111,202,1326,2384,26,30,r1024_c2304,False
1112,712,1351,2720,32,40,r1024_c2304,False
1113,25,1325,2558,34,43,r1024_c2304,False
1114,359,1451,2473,84,45,r1024_c2304,False
1115,972,1378,2684,36,43,r1024_c2304,False
1116,1322,1278,2669,53,43,r1024_c2304,False
1117,60,1067,2552,54,30,r1024_c2304,False
1118,52,1152,2451,48,47,r1024_c2304,False
1119,66,1479,2368,15,12,r1024_c2304,False
1120,221,1143,2672,28,25,r1024_c2304,False
1121,101,1163,2641,15,25,r1024_c2304,False
1122,249,1311,2616,25,50,r1024_c2304,False
1123,22,1076,2426,68,31,r1024_c2304,False
1124,81,1084,2371,53,40,r1024_c2304,False
1125,717,1052,2517,47,27,r1024_c2304,False
1126,5,1483,2374,7,5,r1024_c2304,False
1127,655,1505,2765,30,35,r1024_c2304,False
1128,38,1107,2512,61,35,r1024_c2304,False
1129,157,1355,2688,30,31,r1024_c2304,False
1130,1056,1281,2664,69,47,r1024_c2304,False
1131,5,1202,2439,44,30,r1024_c2304,False
1132,154,1042,2440,27,40,r1024_c2304,False
1133,267,1077,2709,42,74,r1024_c2304,False
1134,210,1446,2398,89,75,r1024_c2304,False
1135,1885,1483,2576,52,66,r1024_c2304,False
1136,5,1075,2447,3,12,r1024_c2304,False
1137,3125,1276,2577,54,91,r1024_c2304,False
1138,28,1024,2516,21,11,r1024_c2304,False
1139,12,1026,2553,11,4,r1024_c2304,False
1140,1964,1303,2577,61,91,r1024_c2304,False
1141,208,1343,2491,16,36,r1024_c2304,False
1142,120,1182,2598,14,13,r1024_c2304,False
1143,28,1476,2676,13,9,r1024_c2304,False
1144,1805,1344,2652,62,44,r1024_c2304,False
1145,308,1065,2304,55,24,r1024_c2304,False
1146,123,1328,2695,10,19,r1024_c2304,False
1147,1,1088,2638,1,1,r1024_c2304,False
1148,718,1201,2566,56,37,r1024_c2304,False
1149,319,1249,2592,18,22,r1024_c2304,False
1150,493,1242,2609,25,26,r1024_c2304,False
1151,399,1211,2599,35,22,r1024_c2304,False
1152,326,1211,2617,25,19,r1024_c2304,False
1153,672,1186,2632,37,27,r1024_c2304,False
1154,647,1167,2660,40,31,r1024_c2304,False
1155,359,1063,2728,23,30,r1024_c2304,False
1156,473,1236,2653,24,27,r1024_c2304,False
1157,248,1250,2637,15,23,r1024_c2304,False
1158,663,1210,2639,37,35,r1024_c2304,False
1159,406,1371,2349,20,30,r1024_c2304,False
1160,422,1365,2318,28,22,r1024_c2304,False
1161,251,1268,2543,15,27,r1024_c2304,False
1162,683,1248,2517,34,49,r1024_c2304,False
1163,366,1226,2498,33,16,r1024_c2304,False
1164,1299,1252,2674,58,88,r1024_c2304,False
1165,289,1134,2641,17,25,r1024_c2304,False
1166,736,1134,2619,31,46,r1024_c2304,False
1167,1218,1294,2433,27,69,r1024_c2304,False
1168,644,1300,2395,33,33,r1024_c2304,False
1169,708,1298,2339,23,51,r1024_c2304,False
1170,446,1429,2319,24,24,r1024_c2304,False
1171,568,1454,2361,28,44,r1024_c2304,False
1172,600,1415,2724,26,50,r1024_c2304,False
1173,174,1394,2333,14,17,r1024_c2304,False
1174,264,1408,2314,25,20,r1024_c2304,False
1175,427,1118,2687,25,22,r1024_c2304,False
1176,459,1276,2546,22,46,r1024_c2304,False
1177,368,1282,2506,16,32,r1024_c2304,False
1178,324,1353,2372,18,27,r1024_c2304,False
1179,274,1071,2705,23,22,r1024_c2304,False
1180,242,1403,2651,13,33,r1024_c2304,False
1181,350,1404,2578,14,51,r1024_c2304,False
1182,5544,1443,342,84,85,r1024_c256,False
1183,87,1417,498,11,11,r1024_c256,False
1184,180,1301,340,18,12,r1024_c256,False
1185,3119,1434,256,137,32,r1024_c256|r1536_c256,True
1186,101,1455,529,13,10,r1024_c256,False
1187,1903,1198,510,59,53,r1024_c256,False
1188,4769,1169,256,221,36,r1024_c256,False
1189,81,1461,325,10,10,r1024_c256,False
1190,10,1170,256,221,30,r1024_c256,False
1191,207,1354,697,16,17,r1024_c256,False
